praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
19.5,16.3,25.5,19.3,2.71,26.2,31.6,644.0,18.6,42.2,49.6
19.5,15.1,14.5,13.6,3.62,13.2,29.4,519.0,35.2,69.8,48.3
20.9,20.2,1.0,92.2,14.5,52.8,76.4,1186.0,17.9,23.5,48.3
22.1,11.8,8.58,10.1,11.9,22.7,33.7,491.0,20.5,16.1,53.3
25.7,11.4,21.7,19.5,4.78,4.1,25.5,340.0,10.6,13.6,50.0
30.8,20.0,36.5,48.7,4.45,43.7,66.7,1084.0,31.3,67.9,225.0
53.3,44.5,13.9,99.1,5.94,14.2,36.2,673.0,1.0,18.3,48.3
16.5,12.4,27.6,26.2,1.0,4.18,19.3,791.0,17.6,28.1,54.2
17.8,17.0,26.7,15.5,4.7,21.5,38.9,1065.0,5.73,30.5,12.3
73.7,39.6,25.7,30.5,17.2,54.7,81.3,604.0,31.6,55.2,111.0
95.6,65.5,158.0,392.0,93.1,17.2,36.5,514.0,57.3,133.0,188.0
56.7,50.5,17.9,209.0,16.7,3.25,27.1,264.0,10.5,15.1,56.2
32.8,6.85,47.4,368.0,59.4,36.8,54.7,626.0,23.1,30.0,63.2
24.6,33.4,10.6,64.4,12.5,9.22,45.7,730.0,10.0,25.3,30.0
24.6,17.5,27.9,18.1,19.1,14.9,26.9,496.0,40.0,55.2,85.1
27.9,9.91,117.0,514.0,73.0,57.8,90.6,1176.0,14.3,31.1,39.2
34.3,15.8,7.23,1.41,3.68,2.64,14.3,429.0,21.5,48.7,28.1
23.9,20.2,63.8,385.0,69.2,6.67,14.6,604.0,13.6,32.5,51.4
17.3,7.3,17.6,16.0,11.3,1.54,7.04,63.8,10.5,14.2,40.7
20.7,11.9,77.7,294.0,79.9,6.61,19.5,478.0,9.82,24.6,109.0
27.6,19.5,41.8,101.0,18.1,14.5,24.6,533.0,6.61,26.2,48.7
11.1,6.73,15.8,19.8,8.82,5.57,32.5,621.0,16.3,26.2,62.6
17.8,13.3,22.9,13.1,3.34,102.0,172.0,3338.0,6.73,27.1,54.2
13.6,13.9,24.4,23.1,9.31,41.8,61.5,704.0,13.9,28.9,37.2
6.32,12.3,22.5,27.4,7.3,4.87,16.8,368.0,21.7,28.6,68.5
15.0,20.7,25.0,24.6,5.88,106.0,176.0,3023.0,12.1,18.6,35.2
27.1,12.5,20.9,131.0,19.6,54.7,83.5,1075.0,22.3,36.5,118.0
11.2,7.17,20.2,20.7,8.51,31.1,44.9,470.0,18.8,50.9,89.0
31.1,38.5,20.0,20.9,3.55,4.33,21.7,562.0,13.8,43.3,77.7
77.7,154.0,25.3,20.9,1.14,8.28,34.9,931.0,17.3,43.7,58.3
18.8,23.7,37.9,42.2,12.7,32.5,38.5,449.0,4.53,6.61,7.23
21.1,21.5,21.7,26.4,3.05,23.7,37.5,349.0,47.0,124.0,31.6
28.6,18.8,14.5,17.9,8.66,30.5,43.7,422.0,11.8,40.0,52.8
59.9,44.9,25.9,155.0,48.3,13.3,23.7,478.0,15.4,44.1,46.1
17.9,5.88,19.3,14.6,8.2,13.9,26.2,610.0,20.5,21.1,44.5
45.7,26.9,65.5,250.0,49.1,21.1,44.5,638.0,15.1,21.1,53.3
38.5,21.5,21.9,23.1,5.0,26.7,44.1,500.0,14.2,33.1,52.3
81.3,77.7,31.3,21.3,8.82,20.0,35.5,466.0,8.82,25.0,42.6
12.1,7.57,18.9,22.3,8.2,5.14,22.1,626.0,3.85,16.0,26.9
167.0,101.0,93.1,470.0,68.5,67.9,117.0,1298.0,9.47,19.8,39.6
21.7,16.7,22.5,80.6,9.31,20.9,37.5,723.0,10.1,19.6,23.7
3.89,7.23,29.7,65.5,19.8,29.2,40.7,491.0,10.8,55.7,49.6
24.1,16.3,24.1,25.0,12.0,16.1,14.5,523.0,11.5,34.0,37.2
16.5,13.6,16.7,36.5,6.79,35.5,54.2,474.0,7.43,41.0,50.5
7.77,12.3,26.2,34.9,1.0,42.2,50.0,533.0,8.98,14.9,50.9
75.7,53.3,24.8,21.5,2.41,6.92,16.3,835.0,38.9,94.7,175.0
33.7,10.2,34.0,33.7,8.98,20.9,42.6,599.0,7.23,10.8,69.2
32.5,13.6,23.1,17.5,5.57,16.7,27.6,655.0,26.4,47.0,102.0
25.3,17.9,9.65,200.0,24.4,16.0,31.3,661.0,36.8,47.8,50.0
14.3,23.5,18.9,23.9,11.5,12.4,32.8,615.0,16.1,20.5,31.1
31.1,28.1,26.7,42.9,15.3,2.27,14.5,173.0,27.1,61.0,87.4
23.9,17.6,17.6,45.7,9.65,5.94,12.9,533.0,12.6,23.1,30.8
57.3,50.5,60.4,400.0,68.5,36.5,59.4,359.0,35.5,64.9,106.0
31.9,13.7,20.5,24.4,2.48,8.28,41.0,610.0,16.0,18.6,45.7
28.6,14.5,16.3,21.7,4.29,30.8,46.6,349.0,22.9,41.4,1.43
17.5,12.7,21.7,19.8,10.8,38.2,48.7,429.0,47.4,69.2,73.0
85.1,73.7,6.26,1.0,2.92,18.1,38.9,604.0,12.9,21.1,55.7
34.0,12.9,16.3,75.0,4.96,3.79,24.1,379.0,31.3,45.3,93.1
26.4,21.9,35.5,217.0,49.6,90.6,227.0,2072.0,11.3,37.9,29.2
21.1,13.5,4.78,15.1,20.7,4.53,28.6,389.0,14.3,20.4,47.8
17.8,9.22,14.3,20.7,4.57,25.0,35.9,365.0,22.3,29.7,24.4
21.1,17.0,22.3,26.7,10.6,24.1,28.6,538.0,11.5,27.1,34.3
26.7,11.2,29.7,29.2,5.62,16.4,22.3,594.0,5.83,28.4,19.5
16.5,19.3,17.5,34.0,10.3,57.8,123.0,1928.0,4.03,22.1,37.2
26.2,11.3,25.5,24.1,20.5,17.9,38.2,610.0,13.2,21.3,62.1
30.5,35.5,17.2,168.0,22.5,7.84,22.9,882.0,10.3,22.7,70.4
25.5,23.9,52.3,410.0,56.2,4.41,23.3,418.0,9.31,25.0,31.1
36.2,13.1,27.1,30.5,10.2,75.0,115.0,414.0,24.1,40.0,41.4
21.1,20.9,56.2,441.0,59.9,10.1,35.9,567.0,17.8,36.5,64.4
89.8,73.0,17.6,17.6,13.9,1.7,3.75,331.0,13.7,35.5,62.6
22.9,13.8,39.6,170.0,38.5,7.64,17.3,562.0,1.14,12.3,2.92
17.8,20.4,23.5,133.0,29.2,15.0,21.7,599.0,29.7,62.1,108.0
19.1,12.3,23.3,15.0,9.39,15.0,17.8,410.0,25.7,28.4,67.9
28.1,23.9,12.4,18.4,9.31,34.6,38.2,286.0,16.1,26.7,58.8
20.2,10.9,58.8,325.0,64.4,36.8,48.3,457.0,29.7,54.2,84.3
33.7,17.6,21.3,41.4,7.37,66.7,95.6,505.0,22.7,34.3,20.5
13.8,17.6,31.1,38.2,3.85,157.0,223.0,433.0,16.0,22.7,18.4
41.8,29.2,42.9,211.0,42.2,47.0,73.0,379.0,6.92,36.5,53.3
7.57,16.0,13.3,133.0,8.51,12.1,31.3,599.0,6.32,43.7,41.4
22.5,15.0,21.5,237.0,18.6,13.5,19.1,542.0,16.4,21.1,55.7
29.2,4.26,27.9,17.5,4.61,47.4,85.8,1230.0,11.2,20.9,39.2
16.8,18.1,11.1,55.7,5.62,41.0,54.7,325.0,15.1,27.6,16.3
31.6,20.4,30.2,29.2,10.3,3.68,11.4,615.0,3.55,36.8,75.7
23.3,8.13,14.5,15.3,14.9,17.6,20.7,692.0,18.1,44.5,61.0
46.6,30.0,38.5,96.5,22.5,9.65,27.1,673.0,54.7,82.8,149.0
30.8,19.8,45.7,113.0,7.99,13.3,33.4,491.0,10.1,25.5,37.9
25.9,15.1,24.1,170.0,8.98,26.4,42.2,557.0,18.1,30.2,24.6
42.9,23.9,18.9,23.5,14.2,2.86,22.3,483.0,13.0,34.0,49.6
69.8,37.9,15.0,337.0,35.2,6.32,61.5,392.0,41.8,71.0,57.3
13.9,20.2,32.8,48.3,12.9,17.3,33.4,505.0,15.7,36.8,41.4
22.1,19.1,20.9,16.1,5.57,149.0,269.0,3051.0,11.9,45.3,83.5
63.2,89.0,18.9,35.2,25.9,14.7,19.3,743.0,3.25,15.7,13.1
18.3,18.8,24.1,82.0,25.0,89.0,170.0,1700.0,15.4,21.7,47.8
12.6,24.8,17.9,9.65,1.0,73.7,132.0,1715.0,26.7,73.7,97.3
20.0,19.8,23.9,38.9,7.3,30.8,49.1,1219.0,16.0,30.0,41.0
18.9,11.5,71.0,470.0,80.6,45.7,55.7,392.0,11.0,14.7,49.6
69.8,48.7,12.3,23.9,12.6,12.3,21.5,509.0,11.8,35.9,50.0
7.99,7.84,35.9,365.0,44.9,12.6,29.7,1155.0,6.04,41.4,66.7
22.7,5.38,69.2,359.0,59.4,4.61,20.2,491.0,17.3,44.1,53.8
22.9,23.9,23.3,23.7,7.64,10.4,21.3,557.0,89.0,170.0,173.0
86.6,84.3,13.8,22.9,8.43,15.1,22.1,496.0,47.4,85.8,160.0
92.2,63.8,34.6,21.1,8.43,1.0,7.43,155.0,10.6,8.98,37.5
28.9,20.7,104.0,519.0,88.2,25.0,35.5,426.0,51.4,106.0,179.0
52.8,30.2,27.6,29.4,17.6,12.9,25.9,594.0,97.3,129.0,32.2
23.9,12.2,22.7,27.1,5.33,57.8,75.0,547.0,21.3,34.9,42.6
13.6,14.1,9.91,3.89,8.51,10.2,19.6,474.0,15.4,22.1,33.7
25.7,9.65,23.3,31.6,14.1,54.2,113.0,2167.0,7.04,30.0,34.6
22.5,14.1,75.0,588.0,71.7,23.7,42.2,505.0,7.1,17.0,4.22
107.0,92.2,142.0,667.0,115.0,10.4,22.5,799.0,97.3,131.0,23.5
8.43,8.74,31.6,267.0,40.0,6.15,13.5,483.0,62.6,96.5,50.5
25.5,15.8,30.0,35.5,28.9,43.7,69.2,1811.0,6.44,24.4,47.0
80.6,57.8,7.23,165.0,15.5,5.09,8.9,346.0,11.2,21.1,33.4
55.2,31.3,16.5,19.5,7.1,22.7,44.5,1055.0,25.9,44.5,59.9
65.5,34.3,21.5,80.6,4.33,25.7,30.8,542.0,53.3,118.0,155.0
19.5,10.9,122.0,453.0,73.0,5.23,27.6,655.0,20.5,24.8,38.2
28.4,9.82,18.6,198.0,17.8,93.1,154.0,1762.0,57.8,113.0,153.0
16.7,14.7,24.1,55.2,30.2,20.4,30.5,626.0,5.19,20.4,31.3
118.0,89.8,22.7,19.5,7.04,32.2,38.2,583.0,20.4,34.9,48.7
22.9,11.4,122.0,337.0,50.5,6.61,41.8,626.0,11.5,31.9,51.9
34.6,17.6,6.61,165.0,13.2,30.2,89.8,2091.0,15.1,33.4,56.7
51.9,40.0,13.5,168.0,5.99,25.5,39.6,1346.0,21.1,32.8,12.9
18.1,8.98,40.0,59.4,18.6,7.5,21.1,400.0,16.7,35.5,37.2
15.8,25.7,13.8,24.1,10.6,53.8,74.3,538.0,8.43,32.2,28.4
16.1,18.4,25.9,44.9,33.7,19.6,40.3,528.0,38.5,92.2,172.0
17.0,31.1,24.4,18.1,9.47,17.5,35.2,562.0,23.7,57.3,66.7
17.9,8.2,10.8,32.2,6.98,21.5,50.9,396.0,9.22,25.5,38.5
33.4,19.8,17.0,20.5,6.26,29.2,43.3,284.0,1.0,11.4,33.4
40.7,18.3,22.7,26.9,4.87,20.4,41.0,858.0,18.8,34.6,30.2
17.2,14.7,24.1,34.3,10.6,36.5,47.4,313.0,8.51,38.9,47.4
16.5,7.91,14.7,17.8,7.5,9.56,15.5,491.0,16.1,73.7,79.1
23.3,16.3,26.4,30.8,10.5,15.3,26.4,777.0,26.2,33.1,39.6
20.9,16.3,21.9,27.9,12.5,14.2,22.1,604.0,19.3,40.3,38.9
67.9,53.3,22.1,22.3,8.58,46.1,53.3,500.0,21.7,35.9,49.1
33.4,8.9,20.9,25.9,5.78,17.0,22.3,717.0,11.7,32.2,57.3
21.3,7.91,4.78,12.4,4.7,14.2,36.2,649.0,6.38,22.9,38.2
16.8,13.6,19.1,26.2,16.1,33.7,63.8,806.0,22.1,37.5,64.9
19.6,17.2,38.5,286.0,24.6,17.0,26.9,583.0,6.73,34.6,32.8
61.0,47.4,11.7,46.6,28.9,44.9,104.0,3368.0,15.8,27.9,51.9
40.3,22.7,5.38,8.98,6.1,109.0,136.0,400.0,34.9,110.0,253.0
28.9,20.0,15.3,21.7,3.79,93.9,130.0,1037.0,13.1,30.0,23.3
21.3,16.4,14.1,22.9,2.59,25.9,42.9,311.0,1.78,75.7,5.52
18.4,19.3,158.0,91.4,250.0,13.3,30.5,717.0,40.7,73.7,121.0
59.4,19.1,9.14,121.0,26.9,60.4,131.0,1981.0,21.1,41.0,43.7
17.8,3.43,18.4,28.9,18.1,64.9,137.0,2288.0,12.6,30.2,24.8
18.3,17.0,21.9,18.9,4.57,4.66,3.79,91.4,16.4,39.2,49.1
25.7,10.1,47.0,49.6,10.2,17.3,32.2,368.0,5.42,16.3,40.0
80.6,52.8,16.1,10.3,3.68,63.8,84.3,523.0,24.8,46.6,63.2
50.5,47.8,17.6,31.3,13.2,37.5,49.6,437.0,10.5,18.8,4.29
77.7,61.0,4.49,3.13,7.1,18.6,36.2,487.0,16.4,26.9,42.6
26.7,22.7,15.8,137.0,30.8,61.0,93.9,882.0,9.73,26.4,54.2
19.5,2.41,12.6,158.0,12.1,9.22,20.4,806.0,23.5,32.8,36.5
35.2,20.5,46.6,38.9,20.5,8.2,75.0,698.0,6.85,10.0,54.7
30.0,17.3,1.51,5.73,1.01,4.83,17.3,466.0,53.3,72.3,65.5
20.2,13.7,25.3,35.2,31.3,6.73,49.1,426.0,43.7,71.0,217.0
19.8,22.1,3.37,5.33,6.21,40.0,50.9,578.0,84.3,153.0,215.0
23.1,25.7,15.0,215.0,20.4,20.4,35.2,557.0,16.5,34.9,22.5
14.6,10.9,10.9,21.5,17.5,19.5,27.9,770.0,7.3,17.0,69.8
23.7,24.6,45.7,207.0,32.8,38.2,62.6,552.0,19.1,30.8,31.6
26.4,12.3,26.4,17.6,1.0,86.6,143.0,1963.0,4.78,18.3,27.4
22.7,21.1,30.5,29.7,17.5,33.7,46.1,437.0,51.4,146.0,213.0
24.1,19.5,19.6,26.4,4.74,14.9,25.7,679.0,1.02,2.46,7.04
6.15,17.5,24.4,26.7,4.57,19.6,32.2,557.0,15.1,33.4,50.5
32.2,19.8,28.6,31.9,5.42,44.9,91.4,991.0,1.0,56.2,11.1
75.7,86.6,20.2,80.6,20.7,3.68,15.7,1114.0,17.5,32.8,31.1
42.9,34.0,67.3,250.0,39.2,9.73,21.3,583.0,77.7,150.0,146.0
108.0,71.0,20.7,27.9,6.04,26.2,39.6,496.0,15.1,29.4,56.7
11.0,18.6,12.6,269.0,17.6,15.4,28.1,487.0,8.9,20.9,32.5
13.5,15.0,27.1,167.0,15.3,29.4,42.9,437.0,23.7,40.3,35.5
21.1,10.0,27.6,28.1,8.06,8.51,20.0,757.0,16.7,16.7,45.3
16.4,6.98,3.75,5.62,1.22,32.2,47.4,523.0,31.3,52.3,82.8
63.2,59.4,22.7,57.3,12.5,54.2,77.0,340.0,41.8,75.0,85.8
19.6,5.05,42.6,84.3,30.8,25.3,64.9,1778.0,7.7,22.3,61.0
23.5,13.2,22.1,17.8,1.19,12.9,37.9,1762.0,22.9,25.3,51.9
17.2,8.2,23.3,71.0,18.6,13.3,31.9,400.0,56.2,101.0,355.0
9.39,41.4,4.53,13.3,8.82,63.8,106.0,1104.0,58.3,110.0,183.0
20.2,19.6,29.2,35.9,4.53,22.5,29.7,500.0,10.0,25.9,53.3
24.4,10.9,18.9,15.0,8.58,14.1,30.5,770.0,16.5,32.5,40.3
16.7,9.73,22.7,34.9,23.9,6.26,19.6,982.0,12.0,21.5,26.2
27.9,14.9,111.0,284.0,43.7,34.3,44.5,667.0,45.3,88.2,158.0
