praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
86.6,65.5,8.98,54.7,9.91,49.6,163.0,1928.0,13.1,38.5,42.2
34.6,31.6,15.7,259.0,21.1,27.4,55.7,673.0,16.0,41.4,35.5
21.3,18.1,9.39,213.0,24.1,13.6,31.9,433.0,16.3,50.9,35.9
38.2,28.4,3.25,213.0,11.7,12.0,29.7,1018.0,17.2,51.4,36.2
34.0,19.6,7.77,10.6,3.79,18.3,52.8,1499.0,57.3,143.0,136.0
121.0,93.9,1.0,164.0,19.5,16.7,49.1,552.0,14.3,46.6,15.0
35.5,7.23,4.83,111.0,11.3,5.78,21.9,449.0,16.7,47.0,42.2
38.2,30.8,5.73,259.0,15.7,24.6,66.7,1346.0,12.9,31.3,43.3
109.0,103.0,3.55,61.5,15.0,19.8,64.9,1946.0,10.6,22.7,24.1
124.0,109.0,4.87,9.91,14.6,9.82,32.5,1104.0,22.7,46.6,45.7
39.2,24.6,6.98,229.0,32.2,32.2,95.6,1346.0,20.7,74.3,52.8
32.5,33.7,27.9,233.0,58.8,23.1,57.8,764.0,90.6,213.0,255.0
34.9,30.5,16.5,40.3,30.5,9.73,28.9,523.0,15.8,61.0,61.5
64.4,53.8,10.7,6.85,4.07,28.1,42.2,784.0,20.9,26.7,9.73
66.7,50.9,1.18,191.0,14.5,14.7,27.9,547.0,1.0,7.64,11.1
3.62,4.7,1.0,195.0,27.9,16.3,43.7,743.0,14.6,30.2,24.1
61.0,34.9,18.1,470.0,43.7,53.8,239.0,2864.0,13.8,30.2,5.05
36.5,27.6,5.19,241.0,31.1,29.4,85.8,2864.0,19.8,60.4,48.3
37.5,34.9,9.06,9.06,12.0,20.0,36.8,604.0,15.3,30.2,36.2
36.8,26.7,5.99,10.9,2.21,12.4,35.9,965.0,13.0,42.9,34.9
46.1,33.1,1.14,111.0,6.32,14.7,37.2,562.0,17.6,34.6,41.4
42.2,32.5,11.0,255.0,52.8,16.1,57.3,1000.0,10.6,30.0,36.5
105.0,129.0,1.49,328.0,29.4,18.3,37.9,835.0,8.9,32.8,41.4
31.6,19.8,4.26,38.5,5.42,15.0,34.6,509.0,16.0,40.0,52.8
54.2,38.2,8.43,44.9,8.06,6.38,14.2,422.0,21.9,33.4,53.3
39.2,19.6,13.3,15.8,8.13,6.61,26.2,418.0,16.7,35.9,26.4
92.2,102.0,13.0,181.0,20.4,18.6,32.8,403.0,15.4,22.3,17.9
33.7,28.1,3.52,121.0,13.0,31.9,97.3,1407.0,18.8,50.9,43.3
58.8,32.8,4.87,133.0,5.57,24.6,59.4,1472.0,9.56,13.9,6.26
183.0,130.0,5.62,107.0,23.7,13.9,49.1,947.0,23.7,41.4,35.9
96.5,73.7,1.0,145.0,16.4,52.3,97.3,973.0,21.1,50.0,32.5
48.3,21.9,3.4,109.0,10.1,16.1,45.7,375.0,14.1,35.2,37.2
29.7,29.2,18.3,337.0,45.7,14.2,55.7,1685.0,18.8,30.2,44.5
27.6,24.1,27.6,34.3,9.65,10.3,24.1,349.0,16.7,38.9,24.6
33.7,35.9,21.3,204.0,34.6,18.9,43.7,1241.0,16.4,45.3,36.2
40.7,31.1,4.0,93.9,7.17,14.6,21.1,453.0,9.06,38.5,34.6
106.0,91.4,8.58,16.1,11.4,8.9,36.5,685.0,22.1,36.8,40.7
37.5,35.2,1.68,191.0,6.79,18.6,46.1,567.0,15.8,42.9,40.7
23.5,24.1,16.3,28.6,11.7,47.4,141.0,3078.0,20.7,44.9,31.9
48.7,30.5,7.04,27.1,8.35,51.9,104.0,835.0,2.79,75.0,5.28
103.0,71.0,4.0,16.1,1.26,26.9,66.1,496.0,10.6,40.3,31.9
61.0,46.6,4.87,24.8,12.9,34.6,102.0,1963.0,12.4,25.0,42.9
30.8,20.7,3.19,87.4,6.85,24.4,60.4,750.0,17.6,46.6,29.4
138.0,87.4,9.91,29.7,8.66,27.9,100.0,1275.0,18.1,47.0,26.4
37.2,25.9,7.7,7.57,10.2,13.6,43.7,528.0,15.1,34.0,39.2
49.1,42.6,2.84,32.8,1.88,7.84,36.8,583.0,15.5,38.9,38.5
57.8,45.7,38.2,286.0,50.5,4.53,15.3,396.0,25.3,56.2,57.8
37.2,25.3,21.7,19.8,13.3,14.9,46.6,679.0,17.3,32.5,33.4
40.7,39.2,8.43,16.3,9.06,11.0,50.0,302.0,16.7,56.2,72.3
44.5,34.3,22.5,36.5,17.6,6.38,21.9,120.0,31.9,61.0,74.3
93.9,109.0,10.6,20.5,17.2,8.13,27.1,843.0,13.6,42.2,28.4
46.6,27.1,8.98,33.1,1.83,34.0,155.0,2308.0,11.5,29.2,31.9
42.6,34.3,2.67,98.2,5.52,12.9,31.3,300.0,20.5,36.8,48.7
22.1,25.0,8.74,21.9,1.45,5.67,25.0,509.0,28.4,49.6,49.6
30.0,17.9,7.1,7.99,3.89,17.5,33.7,965.0,12.5,122.0,6.1
75.7,55.7,8.35,11.9,3.11,23.1,50.9,519.0,16.5,50.0,31.1
92.2,61.0,10.6,250.0,35.9,11.1,21.5,279.0,21.5,55.7,58.3
108.0,90.6,7.43,15.1,7.1,23.7,53.3,1009.0,15.3,44.5,49.1
36.5,27.4,18.4,50.5,11.4,14.1,37.9,757.0,81.3,183.0,217.0
76.4,73.7,4.91,30.0,7.91,25.0,50.9,313.0,14.3,35.9,27.6
129.0,93.1,7.57,18.6,1.86,57.8,145.0,1433.0,22.1,37.9,31.6
11.9,11.9,6.92,6.67,2.27,12.5,45.7,1176.0,107.0,145.0,33.7
88.2,64.9,32.5,50.5,8.43,12.1,25.5,385.0,24.8,56.2,3.46
38.2,40.7,5.67,79.9,13.1,16.0,32.2,422.0,63.8,151.0,127.0
36.2,33.7,4.49,158.0,15.7,10.3,32.8,429.0,21.3,38.9,29.7
38.5,30.5,4.83,142.0,11.2,9.73,34.6,422.0,22.9,58.3,49.1
119.0,118.0,17.9,58.3,10.4,17.8,28.4,461.0,14.7,27.1,34.3
101.0,76.4,4.41,37.5,16.5,8.43,25.3,445.0,2.17,34.9,12.7
34.3,24.6,23.3,26.9,2.41,37.9,94.7,1433.0,12.5,30.5,25.7
43.3,27.6,18.3,24.1,3.28,14.1,43.3,449.0,41.0,71.0,57.3
37.5,22.5,7.43,50.5,9.22,21.9,49.6,1065.0,73.7,153.0,135.0
35.9,30.5,13.3,30.5,16.8,9.56,13.3,289.0,10.3,29.4,36.5
25.7,19.8,7.77,8.51,12.9,6.98,24.6,433.0,12.0,31.1,24.1
36.8,18.4,8.43,241.0,44.5,34.0,98.2,1981.0,34.9,102.0,85.1
37.2,23.7,20.0,15.7,11.8,12.3,36.5,500.0,56.2,141.0,168.0
41.4,34.9,2.94,43.3,11.7,16.8,41.4,311.0,15.4,31.6,5.94
35.2,20.4,4.91,297.0,28.9,35.9,119.0,1794.0,31.9,75.7,57.3
42.6,32.2,3.22,93.1,5.99,23.1,42.9,509.0,15.0,32.8,22.1
36.8,43.3,13.3,141.0,27.9,29.7,36.8,340.0,16.4,31.9,34.0
40.0,28.6,98.2,349.0,85.8,14.9,44.9,685.0,52.8,99.1,94.7
31.6,25.3,1.49,188.0,8.35,7.99,7.5,129.0,15.3,32.2,35.5
44.5,25.7,7.91,229.0,42.2,28.6,71.7,355.0,31.9,52.3,56.7
44.1,40.7,8.2,328.0,50.5,15.4,26.9,426.0,12.1,39.6,32.5
50.0,46.1,9.39,9.56,7.77,8.74,28.4,418.0,15.5,33.7,24.6
72.3,40.3,4.33,80.6,6.73,48.7,191.0,2969.0,11.1,29.7,37.5
34.9,39.2,7.99,8.74,3.59,17.3,51.4,898.0,19.8,49.1,40.0
86.6,75.0,1.89,95.6,10.5,14.9,49.1,346.0,31.1,59.4,62.1
45.7,25.3,15.7,237.0,52.8,22.7,68.5,470.0,16.8,35.5,31.3
41.8,18.4,11.4,207.0,34.0,11.0,30.8,552.0,20.0,49.1,28.6
142.0,87.4,9.14,76.4,8.2,11.0,34.9,770.0,23.9,41.8,44.9
84.3,98.2,5.47,132.0,4.96,20.7,64.9,509.0,12.3,22.9,1.98
30.2,17.9,7.17,12.6,9.47,19.8,54.2,1625.0,17.3,50.5,34.9
40.0,33.4,2.25,98.2,15.7,7.91,22.1,717.0,14.3,40.3,42.9
76.4,52.3,48.7,68.5,13.1,26.2,87.4,661.0,21.7,38.2,19.6
26.7,24.6,1.21,183.0,10.6,7.3,10.2,213.0,7.84,28.4,29.7
22.9,17.3,9.06,27.4,10.6,29.4,85.1,1382.0,16.4,31.1,33.4
42.6,31.9,8.06,11.4,5.94,11.8,35.5,542.0,14.6,35.2,34.6
34.9,34.3,55.7,163.0,34.3,33.1,87.4,1395.0,14.6,37.5,21.5
35.9,27.1,47.4,57.3,19.3,19.5,74.3,1459.0,22.9,36.8,34.3
22.9,3.46,2.17,297.0,30.0,9.56,12.4,316.0,14.6,28.1,12.9
40.3,37.5,6.98,51.4,8.43,28.4,96.5,717.0,16.5,37.5,48.7
55.2,34.6,7.84,15.0,8.66,11.2,50.5,1230.0,15.7,40.7,10.5
109.0,84.3,6.85,133.0,35.5,14.5,35.2,505.0,15.4,42.6,31.6
127.0,87.4,7.23,13.8,14.5,14.5,40.7,528.0,16.7,32.8,30.8
42.2,28.4,2.35,73.0,11.0,13.8,35.9,466.0,13.9,45.7,40.3
43.3,22.9,1.0,143.0,14.2,30.0,108.0,1499.0,17.2,36.5,17.5
66.7,57.8,41.0,37.9,10.2,9.65,28.1,685.0,22.7,36.5,47.8
27.4,2.5,11.1,186.0,30.0,22.1,36.2,533.0,14.5,29.4,24.8
34.0,23.9,4.29,106.0,14.9,9.65,42.9,777.0,10.3,27.4,40.3
34.0,21.7,10.6,8.82,5.14,57.3,195.0,2525.0,1.36,1.79,6.85
52.8,45.3,11.0,186.0,14.5,41.8,184.0,2187.0,17.9,38.5,31.9
38.2,36.8,8.51,41.8,3.89,13.7,42.9,604.0,17.8,29.7,41.8
54.7,37.9,1.0,129.0,10.1,18.9,71.0,466.0,16.7,24.6,10.5
43.7,36.2,7.64,34.3,7.1,49.1,189.0,4451.0,13.3,35.2,44.1
73.0,71.7,8.66,47.4,13.6,10.0,26.2,445.0,39.2,93.1,95.6
35.5,26.9,1.09,111.0,1.24,12.9,34.6,478.0,17.8,32.2,44.5
27.9,30.0,2.04,155.0,14.9,17.2,37.5,289.0,17.2,26.2,35.9
24.4,10.9,30.8,141.0,26.7,44.1,95.6,509.0,16.3,38.2,27.9
41.4,32.5,4.61,88.2,10.6,20.7,42.2,557.0,16.3,21.5,27.9
26.7,17.8,12.1,308.0,59.9,9.14,44.5,538.0,11.3,34.3,28.4
24.8,17.9,1.78,155.0,20.2,16.3,38.2,478.0,15.8,42.6,30.0
28.6,17.8,5.88,57.3,15.3,15.1,39.2,573.0,16.3,47.8,25.9
53.3,36.5,5.57,9.14,9.65,23.7,45.3,533.0,9.06,39.2,3.16
114.0,95.6,1.0,151.0,19.8,14.5,38.5,407.0,45.3,100.0,117.0
44.1,28.4,12.5,107.0,38.2,14.9,40.3,552.0,17.2,41.4,54.7
34.3,29.2,8.74,11.5,9.39,13.2,59.4,410.0,15.8,50.0,54.2
26.2,18.6,1.17,133.0,25.5,24.8,75.7,649.0,71.7,161.0,137.0
28.9,37.2,4.91,50.0,10.6,19.3,62.1,523.0,19.1,40.3,41.4
30.5,26.9,4.14,106.0,11.5,17.0,45.7,316.0,21.1,44.9,41.0
154.0,120.0,8.9,13.3,4.66,7.77,23.3,382.0,12.1,40.3,23.5
31.9,32.2,6.1,81.3,12.0,23.5,47.8,1124.0,81.3,229.0,248.0
44.5,30.2,13.8,233.0,14.7,14.9,47.4,433.0,8.06,59.9,6.26
23.3,11.3,1.0,173.0,5.83,6.38,28.6,368.0,15.1,31.6,14.1
34.3,27.4,10.9,13.3,5.33,7.5,30.8,573.0,16.5,26.7,26.2
14.3,9.82,9.91,20.4,9.39,6.44,10.0,557.0,8.58,19.8,3.25
31.1,17.8,21.9,20.2,19.1,17.6,52.8,457.0,9.06,20.5,6.73
36.5,29.4,8.51,12.1,7.5,7.99,13.8,365.0,6.32,20.4,6.15
40.7,23.5,3.34,308.0,22.1,14.9,37.2,583.0,11.2,38.5,49.1
70.4,38.9,30.8,184.0,34.3,24.8,56.7,414.0,12.4,40.7,53.3
32.5,22.9,13.2,111.0,21.1,8.51,30.5,562.0,13.8,31.1,5.83
63.2,31.9,13.5,12.2,11.1,43.7,107.0,1114.0,23.7,49.6,44.9
85.1,57.8,1.0,184.0,15.4,44.9,93.9,799.0,44.9,95.6,102.0
29.2,27.1,1.54,15.8,8.58,12.3,40.3,433.0,12.7,33.1,34.9
30.0,18.4,5.57,93.9,2.97,8.2,63.8,138.0,31.6,56.2,49.1
28.9,27.1,7.99,340.0,47.4,48.7,165.0,1540.0,18.3,40.3,35.9
56.7,44.1,11.0,23.3,24.6,46.6,93.1,1625.0,2.89,10.0,6.1
35.5,20.9,17.3,17.9,13.3,51.4,110.0,1219.0,36.5,72.3,74.3
59.4,48.7,5.88,86.6,14.6,11.3,31.6,196.0,13.1,27.4,27.4
58.8,51.9,7.7,97.3,11.4,19.1,50.0,533.0,14.1,32.8,26.2
53.8,34.9,9.73,6.32,2.27,23.3,57.8,599.0,12.5,32.5,24.4
73.0,54.7,6.98,74.3,9.65,60.4,244.0,2996.0,25.3,56.2,58.3
59.9,14.1,1.57,92.2,4.66,10.3,34.6,281.0,47.4,75.7,8.13
