praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
37.2,36.8,20.0,48.3,48.3,18.6,57.8,1230.0,7.04,22.3,34.9
61.5,40.7,6.55,328.0,67.3,40.3,75.0,457.0,10.6,11.3,40.0
51.9,42.9,69.8,225.0,125.0,43.3,75.7,1877.0,1.06,90.6,4.91
35.2,19.5,7.5,11.4,9.39,11.3,21.7,237.0,3.52,14.6,31.9
31.9,12.5,6.61,10.6,11.4,55.7,71.0,533.0,3.43,16.4,42.6
62.1,31.1,49.1,126.0,75.7,52.8,63.8,562.0,5.62,9.56,41.8
104.0,32.8,41.4,202.0,50.0,48.7,90.6,2288.0,9.56,19.5,46.1
107.0,135.0,12.0,191.0,47.8,392.0,523.0,2996.0,5.28,10.9,23.7
137.0,183.0,13.2,8.28,18.4,21.1,40.7,340.0,5.52,25.9,31.1
58.3,46.1,12.6,27.9,29.2,2.44,15.7,65.5,5.62,18.6,1.72
90.6,104.0,53.8,429.0,147.0,12.1,29.4,496.0,6.04,21.3,40.3
85.8,59.4,12.6,1.95,18.3,30.0,46.6,519.0,10.3,25.5,34.9
42.2,22.3,8.2,29.2,12.2,58.3,135.0,4179.0,5.28,10.6,34.0
43.7,34.6,5.99,20.4,10.3,21.7,45.7,882.0,6.61,23.5,32.2
35.2,16.8,9.65,308.0,58.3,40.0,51.9,292.0,5.38,24.1,44.1
25.0,16.5,7.77,6.1,7.77,13.0,25.3,538.0,13.7,30.2,55.2
67.3,56.7,2.67,11.8,9.39,20.2,36.5,547.0,2.86,18.1,47.0
157.0,125.0,7.57,117.0,26.2,22.3,44.1,457.0,3.85,8.43,18.9
47.4,33.1,7.64,10.3,9.22,25.0,37.9,331.0,8.98,19.8,42.2
35.9,25.3,4.07,407.0,61.5,7.23,36.8,500.0,3.75,27.4,37.9
44.5,30.5,8.98,7.91,1.54,24.8,32.5,567.0,9.65,26.7,42.6
35.2,25.7,4.22,92.2,10.5,26.7,40.0,400.0,7.91,15.7,49.1
120.0,164.0,2.64,63.8,5.62,58.8,120.0,2148.0,4.0,25.5,35.9
30.0,21.1,1.86,188.0,39.2,29.7,44.5,588.0,2.29,8.82,9.56
108.0,82.0,17.9,325.0,60.4,34.6,46.6,505.0,3.79,16.4,30.5
117.0,89.8,1.12,200.0,24.8,77.0,211.0,2642.0,9.65,31.1,101.0
66.1,77.7,1.0,104.0,2.69,6.38,16.3,750.0,6.1,31.1,50.9
170.0,119.0,26.7,368.0,108.0,59.4,90.6,496.0,10.5,28.1,58.8
104.0,109.0,4.37,89.0,9.56,12.6,34.9,704.0,12.3,43.3,62.1
21.9,16.5,8.82,52.3,4.29,38.5,60.4,445.0,4.96,23.9,29.7
99.1,71.0,11.8,8.82,6.92,45.7,73.7,704.0,7.64,30.0,64.4
31.9,20.4,23.5,21.7,14.5,42.9,59.9,542.0,6.44,41.0,72.3
38.2,19.6,7.57,13.7,8.35,38.9,52.3,573.0,7.23,11.9,43.3
2.41,1.72,9.06,93.1,17.5,24.8,56.2,874.0,8.06,25.3,46.6
89.8,85.1,2.86,151.0,6.32,26.9,52.8,453.0,7.43,20.2,42.9
153.0,85.1,31.3,274.0,111.0,31.3,48.7,1794.0,7.3,21.3,62.6
39.2,16.0,10.2,69.2,18.8,15.3,29.7,610.0,3.22,4.83,32.5
79.9,19.1,4.0,74.3,17.6,16.5,31.1,1433.0,7.17,27.4,66.1
126.0,135.0,6.26,83.5,11.0,26.2,42.6,466.0,14.2,31.1,5.42
122.0,183.0,6.79,62.1,20.5,82.8,209.0,2714.0,5.05,20.4,28.1
30.8,30.5,2.25,88.2,24.6,35.2,58.8,453.0,12.4,26.4,66.7
26.9,17.9,9.91,11.5,11.7,22.7,31.3,533.0,3.37,17.6,25.9
46.1,7.99,5.88,11.1,8.74,32.2,52.3,429.0,21.3,56.7,138.0
64.9,55.7,17.6,97.3,31.6,25.5,46.6,704.0,4.03,8.74,24.6
112.0,64.4,7.84,31.1,15.7,44.1,61.5,441.0,6.26,11.2,46.1
55.7,31.6,8.35,13.5,5.52,43.7,71.7,392.0,7.77,32.5,39.2
28.6,13.0,40.0,55.7,17.8,19.5,38.5,500.0,6.61,11.9,38.2
44.1,31.9,14.2,331.0,77.0,48.3,78.4,379.0,28.4,127.0,248.0
108.0,65.5,6.49,6.67,13.8,113.0,289.0,5674.0,16.4,27.4,11.3
66.1,49.6,3.52,13.8,18.3,15.5,38.5,437.0,7.04,25.5,46.6
27.1,21.3,5.62,75.7,23.5,93.9,188.0,2548.0,2.21,12.1,26.2
52.3,30.2,42.6,108.0,102.0,25.5,56.2,1155.0,5.42,10.5,59.4
27.6,25.7,4.53,47.0,9.91,90.6,186.0,3652.0,4.37,26.9,67.3
37.5,30.8,15.8,124.0,26.7,24.6,45.7,281.0,1.98,5.62,23.5
23.5,20.4,3.0,375.0,70.4,18.3,34.6,322.0,11.2,21.1,35.5
35.2,33.1,5.62,115.0,23.9,18.4,38.9,294.0,1.27,44.5,8.43
29.7,35.5,7.3,13.5,12.3,48.3,79.1,375.0,4.91,21.3,22.9
33.4,31.6,13.1,21.7,3.89,53.3,75.0,461.0,8.43,23.7,55.2
41.4,18.4,6.21,36.8,9.14,16.5,37.5,644.0,1.36,52.8,10.5
12.6,36.2,15.0,16.5,19.6,22.3,47.8,457.0,8.2,45.7,42.2
71.7,62.6,5.33,6.92,4.37,9.47,33.4,866.0,6.79,19.6,28.4
157.0,157.0,11.3,385.0,63.2,7.91,34.9,418.0,5.05,4.07,27.6
17.0,35.9,10.3,63.8,11.7,12.0,21.9,255.0,5.57,13.9,30.0
58.3,39.2,9.39,72.3,17.9,13.5,29.2,483.0,6.92,19.6,61.0
41.8,12.5,5.83,74.3,4.26,23.9,37.9,552.0,7.7,12.3,44.9
36.5,35.2,9.22,5.88,7.7,41.4,66.7,343.0,10.4,37.2,96.5
56.2,42.9,11.8,9.91,15.4,12.0,33.4,449.0,4.33,23.1,48.7
85.1,52.3,8.66,99.1,22.7,31.9,55.7,588.0,9.31,21.1,54.2
132.0,104.0,37.2,3.65,29.2,88.2,168.0,2788.0,9.65,13.8,25.9
93.1,105.0,45.3,108.0,18.4,10.1,21.7,355.0,6.44,17.9,63.2
38.9,20.0,4.03,48.7,22.9,39.2,57.3,355.0,7.17,30.8,56.7
42.9,22.7,10.8,133.0,31.1,29.7,72.3,1322.0,3.82,7.57,42.2
168.0,302.0,29.7,410.0,117.0,54.2,126.0,2129.0,5.78,37.2,53.8
33.4,17.9,1.0,414.0,67.3,20.2,36.2,514.0,10.7,18.9,51.9
61.5,41.8,19.6,31.3,11.9,15.4,43.3,1114.0,6.61,23.7,87.4
41.8,27.1,1.0,319.0,33.4,18.4,28.9,667.0,12.3,29.7,3.96
52.8,46.6,13.8,87.4,34.3,31.3,48.7,429.0,8.74,30.8,32.2
38.2,27.4,1.45,244.0,27.4,112.0,253.0,3460.0,5.0,18.9,51.9
146.0,118.0,8.28,12.5,9.06,58.3,111.0,1596.0,7.17,18.6,29.4
46.6,30.8,20.9,362.0,80.6,31.1,45.7,445.0,4.87,13.8,32.8
64.4,42.6,6.73,13.6,3.08,7.99,32.2,322.0,13.7,44.5,176.0
55.7,45.7,6.32,89.8,16.3,29.7,49.1,578.0,5.23,22.1,31.6
81.3,52.8,10.4,9.91,12.1,35.9,51.4,346.0,6.44,26.9,44.9
69.2,37.5,8.06,117.0,35.9,77.7,123.0,1275.0,8.35,35.5,104.0
37.5,19.8,4.91,396.0,40.0,24.6,44.1,573.0,3.49,25.3,18.9
32.5,25.5,8.2,9.06,1.6,87.4,213.0,2666.0,10.4,34.3,40.7
37.9,22.5,9.14,12.9,1.41,25.5,43.3,509.0,3.0,22.5,13.7
34.6,17.0,10.9,365.0,52.3,54.7,119.0,2091.0,6.67,28.4,28.6
101.0,69.2,2.05,311.0,52.3,23.7,37.5,426.0,7.23,30.8,57.3
30.0,15.8,82.0,198.0,67.3,43.7,56.7,422.0,9.56,23.5,38.2
33.4,28.1,1.42,302.0,40.7,11.2,31.1,514.0,7.77,12.4,27.6
138.0,231.0,1.0,149.0,27.4,18.3,47.0,1208.0,7.57,35.5,70.4
31.1,19.1,8.74,231.0,41.4,15.5,45.7,661.0,7.91,12.7,22.5
73.7,47.0,10.1,253.0,57.3,50.9,92.2,1685.0,1.27,33.4,5.05
36.2,21.1,5.83,6.1,15.5,27.9,44.9,382.0,9.91,38.9,112.0
53.3,19.6,2.13,385.0,69.8,28.1,39.2,362.0,3.82,24.1,48.7
33.7,27.4,3.05,16.1,28.9,19.8,103.0,1104.0,7.23,26.9,51.4
139.0,84.3,2.86,385.0,56.2,54.2,73.0,281.0,6.38,18.1,63.2
34.9,20.0,27.1,131.0,264.0,71.0,142.0,2167.0,5.99,22.1,50.5
31.6,14.3,15.8,18.1,6.79,28.9,45.7,487.0,6.73,26.4,42.6
37.2,27.9,44.1,42.9,30.8,26.2,29.2,509.0,8.9,20.9,32.5
97.3,26.4,10.6,12.1,6.79,8.2,25.5,730.0,6.61,20.0,28.9
73.7,90.6,2.76,445.0,59.4,12.7,27.6,407.0,5.28,15.1,39.6
47.0,30.8,4.96,71.0,9.31,19.6,61.5,1981.0,8.35,27.4,84.3
42.2,8.82,1.43,154.0,16.4,29.2,48.3,205.0,9.65,34.6,47.0
80.6,75.0,17.3,259.0,62.6,47.0,58.3,461.0,5.23,22.9,44.5
23.3,23.7,3.59,61.0,2.46,13.7,36.8,632.0,9.82,12.3,44.1
60.4,38.9,15.4,13.3,22.1,44.5,65.5,478.0,6.38,30.0,87.4
29.4,34.9,10.8,5.47,12.4,15.7,40.3,573.0,5.78,21.9,61.5
33.7,13.7,39.6,176.0,39.2,35.5,66.7,851.0,6.73,28.9,48.3
38.2,22.5,4.74,11.8,23.7,12.5,26.7,599.0,4.74,45.3,69.2
33.7,30.0,25.9,33.7,13.9,16.3,30.2,385.0,6.79,15.7,40.3
41.0,38.2,1.17,193.0,33.1,22.7,45.3,491.0,6.38,19.8,38.2
79.9,81.3,5.67,110.0,13.6,15.0,36.2,615.0,10.4,28.6,32.5
151.0,110.0,36.5,281.0,92.2,15.7,30.0,445.0,3.43,49.6,28.9
16.3,4.83,14.2,246.0,51.9,25.0,52.3,604.0,10.9,32.5,54.2
37.2,22.3,11.5,11.1,1.0,40.7,73.0,1446.0,11.1,15.0,8.43
71.0,64.9,13.5,19.3,11.3,28.1,74.3,1176.0,8.74,13.9,40.0
41.8,36.2,12.5,523.0,79.9,9.14,19.1,445.0,2.79,13.3,44.5
188.0,151.0,14.1,29.4,32.2,31.3,88.2,2943.0,7.23,15.7,53.3
56.2,48.3,10.2,8.35,9.65,31.6,52.8,626.0,5.09,20.4,31.6
40.7,30.5,10.6,9.06,4.91,49.1,100.0,1554.0,17.9,68.5,81.3
87.4,51.4,8.28,21.7,14.7,23.3,41.4,418.0,6.26,25.7,40.7
1.89,3.49,8.06,204.0,15.4,55.2,117.0,2017.0,11.4,25.5,47.0
38.5,18.3,7.43,161.0,34.0,7.91,20.9,604.0,5.28,33.1,78.4
35.9,22.1,8.43,42.9,13.8,30.0,38.9,1075.0,5.0,14.3,17.0
39.6,29.7,2.41,79.1,21.1,26.7,66.1,1486.0,5.14,26.7,35.2
40.7,35.2,2.84,175.0,28.4,119.0,267.0,4105.0,3.92,56.7,51.9
56.2,48.7,9.65,44.9,23.9,26.9,41.4,368.0,6.38,17.0,35.9
36.2,24.8,11.9,286.0,36.2,55.2,96.5,1625.0,8.82,17.9,31.1
124.0,104.0,5.0,44.5,13.8,78.4,196.0,2288.0,1.0,11.3,53.3
124.0,139.0,9.22,92.2,15.4,21.7,34.6,396.0,2.71,16.1,32.8
85.8,71.7,1.73,33.7,13.1,19.6,27.9,274.0,7.77,25.3,28.9
32.8,14.1,9.31,85.8,4.61,19.6,24.4,496.0,7.43,30.2,55.2
35.5,17.9,5.09,308.0,39.2,25.3,37.2,457.0,13.1,27.6,6.49
56.2,32.5,2.48,104.0,19.3,63.8,97.3,784.0,8.9,29.2,42.2
89.8,71.0,11.2,111.0,23.1,43.3,50.9,375.0,4.61,20.5,45.7
36.8,24.8,3.65,47.0,20.4,45.3,69.2,1104.0,3.82,10.9,53.8
89.0,77.7,2.62,158.0,35.2,46.6,135.0,1486.0,5.28,15.1,44.9
137.0,93.9,6.49,15.4,5.52,46.6,147.0,1433.0,36.5,83.5,145.0
27.1,16.3,31.1,289.0,76.4,50.5,127.0,2267.0,7.17,17.2,11.8
30.5,19.6,7.99,7.7,11.8,23.9,47.8,743.0,1.0,40.3,5.33
38.2,17.6,12.5,20.0,4.33,29.7,48.3,355.0,6.79,7.7,38.9
65.5,53.3,4.61,96.5,25.9,93.1,188.0,2247.0,17.5,50.5,96.5
41.8,24.6,1.0,470.0,43.3,51.9,66.1,698.0,9.06,22.5,31.3
106.0,90.6,35.5,39.6,38.9,11.9,54.7,483.0,9.31,29.7,61.5
36.8,44.1,8.98,10.5,13.2,24.4,48.7,528.0,8.82,25.0,64.9
53.8,54.2,2.84,67.3,11.2,44.9,94.7,2091.0,5.94,10.1,48.7
51.4,40.7,20.9,24.1,12.4,28.9,53.3,375.0,2.89,66.1,2.89
135.0,88.2,14.3,15.4,5.28,61.5,146.0,1981.0,12.4,23.5,31.6
63.2,51.4,7.64,325.0,49.6,20.0,40.3,410.0,1.08,15.4,14.9
23.7,22.9,7.77,66.1,6.67,126.0,178.0,594.0,1.0,79.1,4.29
82.8,48.7,4.78,132.0,27.9,22.3,57.3,973.0,8.06,23.7,47.0
54.7,43.7,2.86,35.5,22.3,32.8,42.6,621.0,7.37,23.7,6.21
45.3,17.8,10.1,461.0,86.6,100.0,271.0,3786.0,10.8,22.1,61.5
146.0,104.0,35.2,257.0,35.2,61.5,104.0,1027.0,10.1,28.9,52.3
38.5,8.13,3.65,167.0,31.6,31.6,49.6,552.0,2.89,17.6,12.0
81.3,57.8,15.8,453.0,62.1,57.8,160.0,2414.0,9.82,8.58,47.4
68.5,85.8,8.98,538.0,85.1,34.3,68.5,1230.0,8.82,25.5,42.6
71.7,44.9,5.42,41.4,15.8,13.0,33.4,890.0,6.61,17.0,37.5
109.0,85.8,8.51,10.9,4.49,42.2,65.5,274.0,2.27,16.4,6.85
30.2,39.6,7.57,259.0,82.0,50.0,64.9,418.0,7.77,21.9,54.7
33.1,22.9,8.58,8.06,14.6,56.2,131.0,1946.0,5.62,20.0,28.4
30.2,22.7,2.81,313.0,54.7,70.4,101.0,418.0,8.66,26.4,56.2
81.3,60.4,28.1,396.0,57.3,14.7,41.0,939.0,5.33,14.7,30.2
17.0,1.45,6.92,10.0,1.57,106.0,322.0,3106.0,9.14,15.7,57.3
20.4,29.7,6.15,58.8,9.65,46.1,108.0,1499.0,2.44,9.82,24.6
25.7,20.9,11.1,24.6,10.1,64.4,163.0,1860.0,6.98,41.8,37.5
25.7,16.8,12.5,37.5,12.3,20.7,49.6,1298.0,6.49,20.4,31.6
41.4,32.2,1.0,41.8,6.49,27.6,61.5,1762.0,6.04,24.6,57.8
31.3,20.2,5.0,37.5,6.38,62.6,113.0,1094.0,3.72,3.89,6.73
27.4,15.1,11.7,11.0,7.23,34.9,58.3,843.0,11.9,60.4,59.9
89.8,66.1,34.0,12.3,48.3,106.0,163.0,1877.0,3.89,39.6,1.95
138.0,97.3,3.85,227.0,33.7,46.6,65.5,457.0,8.13,22.7,43.3
92.2,50.0,25.9,34.0,14.7,271.0,453.0,2480.0,8.13,18.6,61.5
79.9,21.3,36.2,99.1,13.7,29.2,51.4,279.0,7.64,33.7,58.3
121.0,178.0,9.56,13.7,5.47,90.6,193.0,2996.0,4.53,29.2,10.2
123.0,105.0,50.5,61.5,35.5,79.9,117.0,483.0,1.78,37.2,2.0
109.0,121.0,1.24,188.0,22.1,75.0,124.0,1731.0,7.3,13.8,33.4
30.8,22.5,5.23,10.6,2.35,10.6,30.2,562.0,8.51,14.1,22.9
276.0,161.0,8.82,38.5,17.8,20.4,38.9,407.0,9.82,19.6,42.9
55.2,13.8,11.0,346.0,80.6,33.7,49.6,233.0,25.9,90.6,343.0
36.2,28.4,15.7,368.0,66.7,52.3,64.4,615.0,9.65,27.4,53.8
28.6,17.8,10.7,15.1,10.4,8.9,26.7,931.0,5.52,13.2,44.5
136.0,94.7,1.93,52.3,11.7,34.9,54.7,334.0,6.79,10.9,40.0
36.2,26.9,15.7,28.1,7.64,49.6,74.3,355.0,5.83,8.74,10.8
32.2,16.5,1.04,231.0,35.5,22.9,46.6,487.0,8.51,16.8,50.5
12.4,12.6,2.35,186.0,22.9,82.8,164.0,2167.0,3.65,14.6,95.6
217.0,155.0,14.5,19.3,7.7,40.0,58.8,372.0,17.9,46.6,72.3
85.8,96.5,26.7,478.0,150.0,9.91,50.0,453.0,7.57,10.1,29.7
42.9,27.9,4.7,106.0,13.2,32.5,53.3,355.0,9.31,11.5,32.5
53.8,43.7,11.7,18.9,13.3,10.8,29.2,542.0,5.47,13.7,28.9
30.0,16.0,10.7,274.0,79.1,31.1,65.5,806.0,5.23,18.4,52.3
33.7,24.4,7.1,7.37,9.56,40.7,61.5,466.0,9.31,22.3,66.1
25.9,18.3,51.4,53.3,32.2,41.8,56.2,453.0,6.55,19.6,38.9
106.0,89.0,36.8,33.4,25.0,34.3,51.4,500.0,7.84,21.9,47.8
60.4,48.3,5.47,365.0,61.5,26.9,45.3,359.0,7.57,23.5,34.6
31.6,19.5,15.0,21.5,18.1,75.7,90.6,389.0,8.2,28.9,71.7
85.1,62.6,2.02,163.0,24.6,89.8,141.0,457.0,13.6,35.5,72.3
62.6,46.1,8.66,219.0,32.5,5.23,4.61,175.0,7.57,29.4,50.9
97.3,133.0,10.1,9.82,11.8,44.1,63.2,305.0,9.73,18.6,71.0
36.2,24.1,1.72,146.0,10.2,19.6,42.9,505.0,10.5,18.4,9.31
89.8,25.5,12.5,313.0,58.8,34.6,67.9,1685.0,6.1,13.1,30.8
34.6,31.6,10.1,6.79,13.6,14.5,24.1,429.0,9.56,16.7,42.6
32.2,17.5,21.5,34.6,32.2,30.5,59.9,500.0,15.0,36.2,46.1
35.5,28.9,11.0,19.5,5.99,20.5,33.4,478.0,10.2,22.1,37.5
188.0,150.0,8.2,11.2,9.14,9.56,27.1,538.0,1.0,72.3,6.79
40.3,29.2,2.48,108.0,25.0,79.1,121.0,547.0,10.6,22.9,37.5
78.4,50.5,6.49,104.0,12.9,54.2,82.8,372.0,5.52,17.0,24.6
237.0,189.0,4.7,149.0,40.7,28.4,56.2,523.0,17.3,43.7,70.4
20.0,24.1,3.19,145.0,13.3,16.8,42.9,1084.0,9.47,20.2,45.7
40.7,26.9,19.3,284.0,74.3,38.2,59.9,594.0,3.89,21.7,30.2
47.4,43.7,8.58,13.6,8.74,15.1,38.2,655.0,1.0,37.2,1.79
36.2,30.8,1.0,150.0,18.6,16.4,32.5,500.0,6.44,16.1,22.3
36.8,50.5,4.33,164.0,28.4,17.9,29.7,500.0,10.6,14.3,30.2
31.6,15.7,1.0,241.0,13.5,28.1,47.8,461.0,9.65,14.6,9.82
30.8,24.6,4.61,12.6,8.28,35.9,53.3,418.0,5.33,28.6,47.0
57.3,42.9,9.73,8.28,4.83,37.5,56.7,533.0,2.11,31.1,56.2
33.1,21.5,20.7,30.5,20.2,130.0,259.0,4217.0,2.37,14.9,50.9
31.9,13.0,24.4,41.8,15.1,18.3,34.9,457.0,6.49,20.2,49.1
49.6,31.1,84.3,186.0,129.0,39.2,59.4,426.0,3.62,21.7,33.4
49.6,27.4,9.22,12.2,23.3,9.31,13.3,255.0,10.2,26.9,42.9
50.5,45.7,9.14,13.2,1.18,30.8,56.2,685.0,1.0,28.4,1.31
179.0,121.0,38.2,433.0,126.0,37.5,57.8,533.0,9.82,20.4,79.9
15.5,22.1,3.08,50.0,9.31,36.2,53.3,359.0,25.7,70.4,117.0
