praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
31.1,17.2,10.3,113.0,37.9,58.8,123.0,2267.0,14.7,48.3,41.0
29.4,23.7,7.5,349.0,57.8,10.4,34.0,474.0,13.6,45.7,77.0
50.0,32.5,10.8,15.1,10.5,71.7,126.0,3191.0,15.7,40.3,80.6
53.8,33.7,18.8,52.8,21.9,3.65,46.6,67.3,12.1,24.8,21.5
30.5,18.1,18.9,20.5,14.3,14.3,31.3,1165.0,14.7,36.5,25.5
35.2,22.7,2.39,93.9,17.6,67.9,150.0,4179.0,23.7,52.8,81.3
40.7,34.9,8.06,6.85,1.31,13.1,30.5,362.0,8.35,28.4,31.1
89.8,74.3,4.33,8.66,12.6,62.1,135.0,2187.0,23.9,41.8,70.4
123.0,92.2,9.06,5.42,3.82,50.9,104.0,2916.0,12.4,30.5,36.5
61.0,84.3,1.0,145.0,1.51,19.6,34.9,1018.0,9.65,44.5,57.8
25.0,18.3,7.17,25.3,17.0,28.6,61.0,1346.0,10.3,33.1,34.3
38.9,16.0,7.91,7.17,6.85,161.0,269.0,1811.0,1.36,15.7,24.6
23.9,30.8,2.94,10.1,5.62,32.5,50.5,578.0,9.91,18.4,50.9
40.3,14.9,10.1,27.9,11.1,79.9,184.0,3587.0,7.5,26.4,43.7
73.7,14.3,23.3,27.4,19.3,67.3,137.0,3555.0,27.9,65.5,62.6
98.2,61.5,8.2,53.8,14.9,136.0,292.0,5094.0,17.2,41.4,36.2
43.7,29.4,19.5,16.4,12.3,61.5,123.0,2480.0,15.8,23.7,13.6
6.1,6.73,9.73,13.6,2.89,11.8,28.1,939.0,11.4,33.7,48.7
24.6,14.7,8.98,149.0,35.2,79.1,129.0,1999.0,10.3,40.7,69.2
25.7,29.7,6.55,90.6,3.92,30.2,50.9,483.0,10.8,16.4,35.2
44.9,47.4,6.1,106.0,34.6,11.7,19.5,552.0,13.2,24.4,61.0
31.6,24.6,1.79,138.0,30.8,37.9,59.4,1186.0,24.1,47.0,57.8
27.4,20.7,11.8,4.0,4.78,1.88,8.2,337.0,14.6,27.9,26.4
30.0,16.7,30.8,73.0,24.8,14.3,43.3,1094.0,10.6,21.5,36.5
33.7,34.3,8.82,12.3,1.09,38.2,55.7,557.0,10.5,15.7,33.1
55.7,40.7,47.0,31.9,61.5,24.8,52.3,1670.0,15.4,29.4,38.9
54.2,34.9,7.7,17.5,6.73,98.2,149.0,1860.0,23.5,50.5,79.9
31.9,10.8,5.47,211.0,28.1,24.6,35.5,491.0,15.7,30.5,28.1
62.1,36.2,8.74,7.3,10.6,42.9,75.0,1860.0,37.2,66.7,131.0
38.2,21.9,4.7,10.6,5.99,28.4,63.8,1981.0,36.5,62.6,126.0
36.2,30.0,4.41,27.9,26.7,32.8,57.8,1407.0,25.3,36.2,36.2
20.2,23.3,18.6,123.0,40.0,8.82,18.3,538.0,11.5,26.2,36.5
150.0,99.1,8.28,39.6,17.9,50.9,90.6,3106.0,12.5,36.8,41.8
25.7,23.3,8.82,9.47,5.23,18.4,39.6,1670.0,36.8,81.3,99.1
64.4,67.9,12.5,414.0,73.0,10.6,23.7,750.0,10.4,17.9,18.1
43.3,43.7,12.0,11.9,6.26,35.2,82.0,1999.0,18.6,41.0,53.8
22.9,19.6,4.53,87.4,10.3,10.6,34.0,2017.0,52.3,141.0,183.0
33.1,17.9,9.31,142.0,29.7,40.0,56.7,1286.0,5.33,41.0,1.76
30.0,19.8,7.37,181.0,22.5,48.7,75.7,1499.0,18.3,22.7,16.0
34.0,30.5,23.1,19.6,12.9,21.7,47.8,626.0,16.1,28.4,54.2
23.9,21.9,8.43,34.9,1.0,10.6,25.3,441.0,17.3,62.1,123.0
209.0,111.0,1.83,108.0,20.2,12.9,36.2,1611.0,3.75,10.4,25.0
28.1,17.2,6.49,13.1,1.58,311.0,445.0,2308.0,11.1,31.9,47.8
153.0,106.0,5.94,66.1,14.9,20.0,42.9,578.0,16.5,31.3,23.9
77.7,76.4,5.62,89.0,13.5,21.3,34.9,621.0,14.6,36.8,54.7
24.1,23.9,1.0,125.0,9.22,5.52,17.5,806.0,19.8,25.0,38.5
22.5,23.3,25.7,66.7,18.1,125.0,235.0,1611.0,14.3,36.2,52.3
29.4,15.3,9.22,7.5,1.0,1.38,1.0,160.0,7.99,19.3,32.5
41.4,40.0,4.57,113.0,10.9,57.3,113.0,3220.0,20.4,52.3,67.9
1.83,1.57,12.2,93.1,44.5,19.1,37.9,1000.0,15.1,22.9,47.8
49.6,49.6,8.9,15.5,2.33,21.5,36.5,1046.0,17.0,25.7,54.7
11.0,31.6,9.31,14.6,17.9,34.6,43.3,396.0,10.6,27.9,16.1
4.03,7.57,2.23,121.0,9.73,17.0,33.1,519.0,32.2,49.6,71.7
47.8,30.0,9.82,24.4,7.3,58.8,100.0,1334.0,55.7,114.0,184.0
29.4,20.4,2.07,67.9,5.09,48.7,81.3,1407.0,11.3,42.6,32.2
638.0,191.0,6.98,8.66,18.1,20.2,38.2,1382.0,27.6,68.5,93.1
113.0,86.6,11.2,13.0,17.8,94.7,149.0,1685.0,10.4,31.6,39.2
1.49,2.71,3.43,132.0,4.03,6.73,13.9,281.0,4.74,23.1,17.3
25.0,20.0,9.39,89.0,18.3,20.9,37.2,340.0,10.0,28.9,39.2
137.0,126.0,8.9,142.0,11.5,26.4,43.3,292.0,22.5,34.3,4.53
15.7,18.3,53.3,202.0,106.0,20.5,31.6,806.0,23.1,49.1,60.4
44.5,34.3,4.96,12.4,13.2,26.9,38.9,655.0,17.6,46.1,31.3
49.1,37.9,6.38,9.31,3.37,18.9,29.7,698.0,17.5,33.7,54.7
97.3,62.1,20.0,16.4,31.1,7.57,24.4,866.0,15.7,35.5,43.7
56.2,50.0,10.4,5.47,2.86,42.2,68.5,1762.0,17.8,38.5,52.3
51.4,32.8,6.85,11.7,6.79,16.5,57.8,828.0,12.9,34.9,48.7
42.6,24.1,13.7,17.6,15.4,69.2,233.0,4411.0,14.9,35.2,34.3
34.6,23.1,19.3,25.7,32.5,10.8,28.9,500.0,16.8,33.4,6.32
32.8,18.6,3.19,157.0,15.8,13.5,21.9,426.0,13.8,27.6,49.6
24.1,27.1,27.6,33.7,16.7,20.2,38.5,757.0,25.3,54.7,113.0
75.7,31.9,5.42,45.7,19.5,20.2,27.4,491.0,18.1,42.2,59.9
84.3,143.0,7.1,6.49,10.2,35.2,47.4,730.0,48.3,92.2,139.0
13.9,21.3,12.3,28.1,13.6,10.9,36.8,679.0,14.6,37.5,27.4
14.5,25.7,3.43,8.66,2.23,46.1,71.7,1670.0,14.5,23.9,48.3
31.9,15.5,6.92,4.41,2.71,14.6,32.5,3368.0,8.74,28.4,18.6
83.5,52.8,8.51,6.04,9.91,50.9,62.6,626.0,14.6,22.9,39.6
3.75,15.1,4.57,62.1,13.0,3.55,8.66,108.0,16.5,33.1,23.3
32.2,24.6,23.1,276.0,49.1,11.9,23.1,523.0,10.1,29.4,42.6
37.5,28.1,27.6,19.5,3.85,33.4,92.2,1860.0,14.2,35.2,62.6
5.83,6.85,7.1,5.42,1.49,64.9,106.0,1037.0,7.23,26.4,33.1
34.9,23.7,11.1,4.87,1.0,36.8,62.6,1104.0,9.82,9.14,20.4
35.2,40.7,14.3,16.8,25.0,16.5,78.4,661.0,8.74,35.5,22.7
22.9,22.5,5.33,73.0,15.3,12.4,37.2,433.0,50.9,120.0,300.0
34.6,23.9,20.2,30.2,12.1,66.1,119.0,2227.0,10.9,25.5,42.9
51.9,57.3,12.0,42.2,32.2,25.7,43.3,610.0,7.3,18.8,38.9
54.7,10.3,5.99,88.2,12.9,14.7,28.1,890.0,7.1,23.1,31.6
27.1,22.7,8.98,8.58,5.67,11.7,25.3,723.0,16.7,25.7,54.7
62.6,48.3,6.55,5.38,11.4,6.73,50.0,67.3,32.8,67.9,82.8
29.2,29.2,1.0,161.0,8.58,17.6,49.6,1827.0,13.5,21.1,21.7
57.8,33.7,24.1,60.4,12.4,29.4,49.1,632.0,5.47,29.2,20.2
25.7,31.9,6.04,48.3,17.6,28.6,73.7,851.0,27.4,57.8,89.8
44.5,36.2,9.14,11.3,4.29,2.64,6.44,799.0,12.5,35.9,56.7
36.8,18.4,7.77,105.0,12.6,70.4,126.0,1554.0,8.35,34.3,16.1
146.0,91.4,10.4,11.4,4.45,18.4,28.1,410.0,13.2,22.7,63.2
36.2,34.6,1.0,120.0,26.7,42.6,84.3,3460.0,24.8,49.1,72.3
104.0,56.2,7.77,10.5,8.06,22.1,49.6,505.0,33.4,56.7,62.6
21.7,22.1,10.6,346.0,50.9,25.5,45.7,717.0,10.1,9.06,34.0
33.4,26.9,7.37,61.0,16.3,8.74,19.8,679.0,16.8,53.8,92.2
26.9,29.4,2.57,69.8,18.3,13.6,63.2,973.0,8.98,35.2,18.1
25.5,27.6,4.41,93.9,19.8,59.9,118.0,2371.0,9.06,25.5,22.1
26.2,18.4,1.13,143.0,8.13,13.6,19.5,567.0,47.4,113.0,157.0
28.6,23.5,7.43,18.9,12.5,20.5,49.6,1963.0,13.5,19.8,32.8
38.9,36.8,13.0,22.1,12.0,43.3,126.0,2267.0,52.8,105.0,114.0
50.0,26.2,2.48,123.0,21.5,86.6,151.0,1346.0,9.82,22.9,46.6
98.2,67.3,20.7,18.9,3.08,28.1,45.7,1499.0,17.3,17.3,33.1
40.7,16.4,19.6,14.2,14.3,36.5,69.8,1252.0,9.56,26.2,37.2
25.9,15.3,7.43,56.2,11.1,22.3,65.5,3051.0,14.6,33.1,31.6
34.0,20.9,15.1,219.0,53.3,15.7,28.9,505.0,13.5,33.1,43.7
